,Xk1,Xk2,Xk3,Xk4,X
mean,20.0718954248366,19.54248366013072,19.431372549019606,19.30065359477124,78.45751633986929
std,1.8189437973955223,2.108144579955191,2.4354804008194884,2.289746874500425,7.416627607832445
