,Xk1,Xk2,Xk3,Xk4,X
mean,20.67295597484277,20.08176100628931,20.0251572327044,20.29559748427673,81.0754716981132
std,1.8377483329250237,2.2317563759286894,2.203341332066446,2.2669444681396347,6.852027354407687
