,Xk1,Xk2,Xk3,Xk4,X
mean,19.921828908554573,19.520648967551622,19.277286135693217,19.113569321533923,77.85250737463127
std,2.4605611670640117,2.585759422535379,2.624445497407753,2.8745283471633836,8.154052391862445
